task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening,large,42,0,0.9400074183616269,0.0028956243642085126,0.9585297467295554,0.0009019086795633124,0.8682488470972036,0.007826859116457023,0.005,0.01,"[0.9362076603488942, 0.9408382323008585, 0.944903078267741, 0.9383472151720036, 0.9397409057186367]","[0.959514626787354, 0.9586660669777552, 0.9568977343003318, 0.9591624426739387, 0.9584078629083975]"
strike,contact_happening,large,42,1,0.9611985095280999,0.003205741998866073,0.9750354416969429,0.0005682331045208277,0.9058163871114763,0.0068334553074460135,0.005,0.01,"[0.9566635935872416, 0.9591689515211743, 0.9618359454508447, 0.9662510625388596, 0.9620729945423799]","[0.9755939731264407, 0.9753780851183448, 0.9754066640430277, 0.974054439466132, 0.9747440467307691]"
strike,contact_happening,large,42,2,0.9875757662017352,0.002815503657600039,0.9942257350250996,0.0003185245345299132,0.9525648713966165,0.004120486981953595,0.005,0.01,"[0.9832736677003387, 0.9854228277918128, 0.9888261634798433, 0.991010095245533, 0.9893460767911477]","[0.9946427165907686, 0.9944770525290006, 0.994284027660651, 0.9939004490217707, 0.9938244293233068]"
strike,contact_happening,large,42,3,0.9885017061351122,0.003356130922512297,0.9952733011556676,0.0005278405747129784,0.9562004881471398,0.004019085414428128,0.005,0.01,"[0.9835251014714862, 0.9858718166688617, 0.9895445456831216, 0.9927852485064382, 0.9907818183456534]","[0.9960369933097205, 0.9957412717152977, 0.9950430089391129, 0.9949076164060995, 0.9946376154081069]"
strike,contact_happening,large,42,4,0.9905900160956496,0.003368905809232953,0.9961438561419165,0.0003908581018254343,0.9600091152782859,0.0041998584736490695,0.005,0.01,"[0.9851025490595179, 0.9890297051041055, 0.9923462362759066, 0.9951220830867843, 0.9913495069519327]","[0.9967112685294504, 0.9964736417983171, 0.9960073836697214, 0.9956513362147171, 0.9958756504973768]"
strike,contact_happening,large,42,5,0.9932189699302654,0.002670065499350707,0.9976260030147884,0.00023838263445518303,0.9683166119949866,0.0017913373187566932,0.005,0.01,"[0.9884310532680405, 0.9924629733839393, 0.9940045018618073, 0.9959240558797822, 0.9952722652577577]","[0.9979897303273926, 0.9978300631547384, 0.997411592736268, 0.9974791793093105, 0.9974194495462316]"
strike,contact_happening,large,42,6,0.9952038756369553,0.0017769688539395294,0.9989035413138815,9.677158314215887e-05,0.9745500830569764,0.002227416062764626,0.005,0.01,"[0.9919780653967265, 0.994719890805905, 0.9958513427760682, 0.9968762108437534, 0.9965938683623234]","[0.9990172597964806, 0.9990256929217968, 0.9988409137759787, 0.9988123326419784, 0.9988215074331724]"
strike,contact_happening,large,42,7,0.9963130788380132,0.0012917832736582327,0.9992831673549747,0.00011988646509829643,0.9747236931269601,0.002208063759624525,0.005,0.01,"[0.9943577064450857, 0.9952616707175441, 0.9968870104524611, 0.9972786990619622, 0.9977803075130133]","[0.9994625288131781, 0.9993900039354584, 0.9991964168587546, 0.9991626598730772, 0.9992042272944046]"
strike,contact_happening,large,42,8,0.9972522789359021,0.0012833653770970394,0.9992647952420931,0.000141173898978703,0.980610843583024,0.004595672710040154,0.005,0.01,"[0.9966116306078711, 0.9964948934998384, 0.9956208618191833, 0.998786528058535, 0.9987474806940819]","[0.9993579580592566, 0.9994108056445719, 0.9993663911845729, 0.9990692267954082, 0.9991195945266566]"
strike,contact_happening,large,42,9,0.9976030099916186,0.0009529760687958783,0.9994122808932275,9.479008629087174e-05,0.9809574640336306,0.00374304854275636,0.005,0.01,"[0.997300080219346, 0.9966236036445923, 0.9966714957914775, 0.9990027903847366, 0.9984170799179405]","[0.9994484736043177, 0.9995639137197578, 0.9994254230617867, 0.9993231250986524, 0.9993004689816225]"
strike,contact_happening,large,42,10,0.9981735184411837,0.0008343723982962436,0.9995530071127883,0.00011439630490941467,0.984245560799506,0.002644227980410122,0.005,0.01,"[0.9980005028675423, 0.9971534105195101, 0.997437770141641, 0.9992040344938411, 0.9990718741833844]","[0.9995730964562133, 0.999754502351905, 0.9995208110792526, 0.9995105529758996, 0.9994060727006708]"
strike,contact_happening,large,42,11,0.9983876987265384,0.0005991203164282274,0.9995033976108575,0.00015329268153775347,0.9840740496422853,0.003256257098118163,0.005,0.01,"[0.9981711186408209, 0.997593419619018, 0.9980962871613127, 0.9993422020911366, 0.998735466120404]","[0.9994321695620397, 0.9998092239650681, 0.9994441633402672, 0.9994141240480451, 0.9994173071388676]"
strike,contact_happening,large,42,12,0.9984831688966253,0.0008573172078031319,0.9995833302048794,0.0001096921941887437,0.9868437149556529,0.0027510372131459367,0.005,0.01,"[0.9971534105195101, 0.997841860130985, 0.9989314064726237, 0.9995043988357878, 0.9989847685242198]","[0.9994422893124191, 0.9997803639362082, 0.999568598789378, 0.9995489373064048, 0.9995764616799866]"
strike,contact_happening,large,42,13,0.9984040222433951,0.000879183241131574,0.9996657526980502,6.58785573981318e-05,0.9882277980006355,0.0024816168886352646,0.005,0.01,"[0.9970217071155758, 0.99770417020869, 0.9989852851378695, 0.99915297255571, 0.9991559761991295]","[0.9995730964562133, 0.999777552894436, 0.9996521804314011, 0.9996485493250817, 0.9996773843831197]"
strike,contact_happening,large,42,14,0.9987364692361071,0.0006455130051895717,0.9996757696626858,0.00018635700340182952,0.9884017079152999,0.0028176049637507854,0.005,0.01,"[0.9975455274721327, 0.9986919457381976, 0.9988535817339351, 0.9994052786029454, 0.9991860126333243]","[0.9998253406045614, 0.9993088585296378, 0.9997580630048163, 0.9997238200609992, 0.9997627661134142]"
strike,contact_happening,large,42,15,0.9986801440423211,0.0007227230365689404,0.9996293675332714,0.00013389023370916984,0.9870152261128735,0.0010947435637026024,0.001,0.01,"[0.9973659319213132, 0.9984405119670502, 0.9990780761724596, 0.9992761219359082, 0.9992400782148747]","[0.999589775304061, 0.9993901913382434, 0.9996733569460843, 0.9997728771077913, 0.9997206369701769]"
strike,contact_happening,large,42,16,0.9985006024895451,0.0010183174511510789,0.9993169795115524,0.0008376971698337077,0.9854593320659898,0.005718779475214547,0.005,0.01,"[0.9965697249793465, 0.9984884041139355, 0.9988505884747548, 0.9994773660450127, 0.9991169288346764]","[0.9976430351755028, 0.9997856112141826, 0.9997344502539307, 0.9996766354205733, 0.9997451654935728]"
strike,contact_happening,large,42,17,0.9983600189967656,0.0011559256565869046,0.9996931312355388,9.881127475526299e-05,0.9882295970687185,0.004254541594388888,0.005,0.01,"[0.9962823720980353, 0.998006489385903, 0.9987727637360664, 0.9994953879055294, 0.9992430818582941]","[0.9995052566481137, 0.9997976049924102, 0.9997228312812728, 0.999708091847524, 0.9997318714083735]"
strike,contact_happening,large,42,18,0.9984012865133455,0.0012015232826193079,0.999050274167673,0.001021329614505294,0.9864985937284485,0.005173699717888482,0.005,0.01,"[0.9961087630655763, 0.9984015995977059, 0.998814669364591, 0.9994563405410763, 0.9992250599977773]","[0.9970120499990629, 0.9994361050205206, 0.9996341897640599, 0.9996013646846558, 0.9995676613700659]"
strike,contact_happening,large,42,19,0.9984606589643551,0.0010583782019516288,0.999620181886254,0.00010554765800801328,0.9866704047303496,0.0030717690693466003,0.005,0.01,"[0.9965397923875432, 0.9984315321895092, 0.9984973838914764, 0.9996155336423082, 0.9992190527109384]","[0.9994171773392553, 0.9997151477670958, 0.9996746687655779, 0.9996238335610492, 0.999670081998292]"
strike,contact_happening,large,42,20,0.9987331660069388,0.0007762022583931111,0.9997155778408757,7.990548657539047e-05,0.9882292972240381,0.002761609127881158,0.005,0.01,"[0.9974497431783623, 0.998365680487542, 0.9988416086972138, 0.9996245445725666, 0.9993842530990091]","[0.9995661625531755, 0.9998051011038024, 0.9997421337681077, 0.9997195135263572, 0.9997449782529362]"
strike,contact_happening,large,42,21,0.9983803482370179,0.0009771742572104805,0.9996520164022733,4.547196988181253e-05,0.9880556871540541,0.0023402446074762035,0.005,0.01,"[0.9967104081608218, 0.9980962871613127, 0.998392619820165, 0.9994503332542374, 0.9992520927885526]","[0.9997145855587415, 0.9996892861827926, 0.9996403740559585, 0.9995854492305439, 0.9996303869833305]"
strike,contact_happening,large,42,22,0.9984759331533967,0.0007150676163516733,0.9995568444148578,0.00014401819012399924,0.9885747182959227,0.002277582455261307,0.005,0.01,"[0.9973569521437723, 0.9982639096754109, 0.9983447276732799, 0.9995013951923684, 0.9989126810821525]","[0.9992760630422968, 0.9996231329997565, 0.9996180731245665, 0.9995835768241779, 0.9996833760834913]"
strike,contact_happening,large,42,23,0.9983248693596212,0.0007265101960924183,0.9994988484214316,7.276721302516125e-05,0.9866704047303496,0.003021107989154666,0.005,0.01,"[0.9971115048909855, 0.9981591456040997, 0.9982339770836077, 0.9992190527109384, 0.9989006665084748]","[0.9995577294278593, 0.9995125653567212, 0.9995114409400124, 0.9993587008196085, 0.9995538055629567]"
