task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening,large,123,0,0.960910164642307,0.003124448328674929,0.9841073523917719,0.0005138456024498477,0.8987964824120602,0.015312493271530067,0.005,0.01,"[0.95535, 0.96, 0.9618, 0.9642938309638647, 0.9631069922476705]","[0.9841426875459326, 0.9838223377993857, 0.984814793876923, 0.9833161288907757, 0.9844408138458429]"
strike,contact_happening,large,123,1,0.9683759326784678,0.005212244277326575,0.9870524210790196,0.0011106868557970635,0.9158341708542714,0.0036836056085082364,0.005,0.01,"[0.9632749999999999, 0.96925, 0.964025, 0.9778288427059922, 0.9675008206863462]","[0.9880748236506052, 0.9864495197894486, 0.9880701126249207, 0.9851738954042992, 0.987493753925824]"
strike,contact_happening,large,123,2,0.980766662836797,0.004991353395777472,0.9955314019080002,0.0004110805535208215,0.9363969849246232,0.016280548941343127,0.005,0.01,"[0.97505, 0.9798499999999999, 0.978175, 0.9899497487437187, 0.9808085654402667]","[0.9959877764586905, 0.9951068146556868, 0.995888844919316, 0.9949812108690306, 0.9956923626372766]"
strike,contact_happening,large,123,3,0.9821756930380545,0.005334960414066691,0.9972057589683168,0.0013508416138025062,0.9373869346733666,0.012524688379136268,0.005,0.01,"[0.9731000000000001, 0.9818, 0.9832, 0.989798237418247, 0.982980227772026]","[0.9980936049396675, 0.9978643350230213, 0.9982616315224151, 0.9946005723675245, 0.9972086509889552]"
strike,contact_happening,large,123,4,0.9862370153531476,0.004219683007055932,0.9979641855892835,0.0011250642835093521,0.9499120603015075,0.006435732362689241,0.005,0.01,"[0.979975, 0.98345, 0.9868, 0.9921719148506352, 0.9887881619151031]","[0.9986243805001225, 0.998437509814637, 0.9989745667426713, 0.9958082772426734, 0.9979761936463132]"
strike,contact_happening,large,123,5,0.9903928716446554,0.005804382770527096,0.999081729073034,0.00019262402554156373,0.95843216080402,0.0089700441964654,0.003,0.01,"[0.9800249999999999, 0.989875, 0.9906499999999999, 0.9971465367036186, 0.9942678215196585]","[0.9988976199898242, 0.9990687872563615, 0.9994503803368069, 0.9990162922677127, 0.998975565514465]"
strike,contact_happening,large,123,6,0.9928628086411958,0.005473052008817307,0.9997848429294962,7.579983052171798e-05,0.9679547738693467,0.01342551774246964,0.005,0.01,"[0.982625, 0.994575, 0.993225, 0.9990151763844347, 0.9948738668215449]","[0.9997738707671434, 0.9998319734172525, 0.9999042091444149, 0.9997023814185755, 0.9997117799000941]"
strike,contact_happening,large,123,7,0.9940769522234285,0.0028678772290250554,0.9997913920114152,8.937350777158757e-05,0.9724547738693466,0.00722160382666114,0.005,0.01,"[0.9891749999999999, 0.994525, 0.9932249999999999, 0.9977525820055049, 0.9957071791116386]","[0.9997047757237706, 0.9998005665793557, 0.9999450380336806, 0.9998073311288673, 0.9996992485914026]"
strike,contact_happening,large,123,8,0.9933507557889953,0.0017456232436588574,0.9996820836449476,0.00016448235862475706,0.9639371859296482,0.008577098255204522,0.005,0.01,"[0.99085, 0.993375, 0.992175, 0.9958586904371103, 0.994495088507866]","[0.9997299011940879, 0.999788003844197, 0.9993608708488011, 0.999813596783213, 0.9997180455544399]"
strike,contact_happening,large,123,9,0.9938483754198126,0.0019425885091345785,0.9999234270258196,4.776993163710364e-05,0.9684522613065326,0.009915651437536614,0.005,0.01,"[0.9907, 0.9934, 0.9934750000000001, 0.9964394838514179, 0.9952273932476452]","[0.9999120608538891, 0.9998398251267266, 0.9999842965810516, 0.9999420426973016, 0.9999389098701287]"
strike,contact_happening,large,123,10,0.9940601386328629,0.002166284064837854,0.9999535799471854,1.932600667283393e-05,0.9719572864321607,0.007278926995970731,0.005,0.01,"[0.9906, 0.993675, 0.993475, 0.9970455291533042, 0.9955051640110099]","[0.9999591711107342, 0.9999434676917859, 0.9999890076067361, 0.9999373434565423, 0.9999389098701287]"
strike,contact_happening,large,123,11,0.9957341814600642,0.0008163438789524144,0.9994087015574055,0.00026426847516622246,0.9764497487437186,0.005863551856402223,0.001,0.01,"[0.996575, 0.9942, 0.995825, 0.9962374687507891, 0.9958334385495315]","[0.9991708594795259, 0.9999183422214685, 0.9993907073448031, 0.9992684848551302, 0.9992951138860999]"
