task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
push,large,object_speed,0,-0.2682415482468547,0.8062446786800215,0.0001,0.8,1,1500
push,large,object_speed,1,-0.05599107438802664,0.6535657411489592,0.0001,0.8,1,1500
push,large,object_speed,2,0.06412674125394133,0.5576241535337481,0.0001,0.8,1,1500
push,large,object_speed,3,0.15378799804016197,0.5282119341530735,0.0001,0.8,1,1500
push,large,object_speed,4,0.18380459483821845,0.5986926072433827,0.0001,0.8,1,1500
push,large,object_speed,5,0.3076959947273374,0.46048558598336065,0.0003,0.8,1,1500
push,large,object_speed,6,0.3047391979718959,0.44808960677012893,0.0001,0.8,1,1500
push,large,object_speed,7,0.2865700850473225,0.4605850607409619,0.0001,0.8,1,1500
push,large,object_speed,8,0.3300882887984319,0.5176857358307935,0.0001,0.8,1,1500
push,large,object_speed,9,0.3187720228052583,0.5285860171598858,0.0001,0.8,1,1500
push,large,object_speed,10,0.3385724681539588,0.4804190144187251,0.0003,0.8,1,1500
push,large,object_speed,11,0.35758008991144774,0.46336207737547797,0.0001,0.8,1,1500
push,large,object_speed,12,0.39775133421606146,0.3991044195956585,0.0001,0.8,1,1500
push,large,object_speed,13,0.38385632055328334,0.4093644711034984,0.0001,0.8,1,1500
push,large,object_speed,14,0.3521894566616709,0.45868044329808866,0.0001,0.8,1,1500
push,large,object_speed,15,0.3269792603070624,0.526619304963436,0.0001,0.8,1,1500
push,large,object_speed,16,0.37643767097680075,0.4803982199888221,0.0001,0.8,1,1500
push,large,object_speed,17,0.3670687358570426,0.4473550146200315,0.0001,0.8,1,1500
push,large,object_speed,18,0.37317727401760514,0.45601007261715937,0.0003,0.8,1,1500
push,large,object_speed,19,0.37518002444254833,0.46132744715009505,0.0001,0.8,1,1500
push,large,object_speed,20,0.3894453479111864,0.4417243334937109,0.0001,0.8,1,1500
push,large,object_speed,21,0.3695659182234547,0.44345995981705566,0.0003,0.8,1,1500
push,large,object_speed,22,0.3800574580496824,0.4484040375209478,0.0001,0.8,1,1500
push,large,object_speed,23,0.3814447437682708,0.44164541889822156,0.0001,0.8,1,1500
