task,model,target,layer,r2_mean,r2_std,best_lr,best_wd,output_dim,n_samples
strike,large,fake_mod5,0,-0.4616609977254086,0.25726778201850314,0.0001,0.8,1,2895
strike,large,fake_mod5,1,-0.3858389749731039,0.22457837952531323,0.0001,0.8,1,2895
strike,large,fake_mod5,2,-0.392575894250499,0.1978741462895549,0.0001,0.8,1,2895
strike,large,fake_mod5,3,-0.3851470279070393,0.18898009675622024,0.0001,0.8,1,2895
strike,large,fake_mod5,4,-0.33758257999619884,0.1649192585892054,0.0001,0.8,1,2895
strike,large,fake_mod5,5,-0.31503522956673785,0.17902595600491475,0.0001,0.8,1,2895
strike,large,fake_mod5,6,-0.3355266949703536,0.18445629709334707,0.0001,0.8,1,2895
strike,large,fake_mod5,7,-0.3488384466609503,0.18320548875018738,0.0001,0.8,1,2895
strike,large,fake_mod5,8,-0.3494368614174605,0.178060367378365,0.0001,0.8,1,2895
strike,large,fake_mod5,9,-0.31294477865126125,0.18807381800967385,0.0001,0.8,1,2895
strike,large,fake_mod5,10,-0.3234413880432752,0.1858358890881327,0.0001,0.8,1,2895
strike,large,fake_mod5,11,-0.2969097404492276,0.16752155123279316,0.0001,0.8,1,2895
strike,large,fake_mod5,12,-0.2896392783086215,0.15786102225459775,0.0001,0.4,1,2895
strike,large,fake_mod5,13,-0.3646568474398609,0.1955089380457484,0.0001,0.8,1,2895
strike,large,fake_mod5,14,-0.34292052015567026,0.18023635345308586,0.0001,0.8,1,2895
strike,large,fake_mod5,15,-0.34042163654564883,0.17960906520625342,0.0001,0.8,1,2895
strike,large,fake_mod5,16,-0.30351001967607305,0.1704369123748478,0.0001,0.8,1,2895
strike,large,fake_mod5,17,-0.32551476597045376,0.1884175865954041,0.0001,0.8,1,2895
strike,large,fake_mod5,18,-0.3351720960273998,0.17187366066843313,0.0001,0.8,1,2895
strike,large,fake_mod5,19,-0.3573565596214589,0.1926471251215418,0.0001,0.8,1,2895
strike,large,fake_mod5,20,-0.34388418321850284,0.21155115701092186,0.0001,0.8,1,2895
strike,large,fake_mod5,21,-0.33395769174316053,0.21929266062357824,0.0001,0.8,1,2895
strike,large,fake_mod5,22,-0.34280163114233664,0.19493930073424207,0.0001,0.8,1,2895
strike,large,fake_mod5,23,-0.30617484030505715,0.18865833401225698,0.0001,0.8,1,2895
