representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
videomae_best,videomae_large,23,42,0.001,0.0001,0.9794752339080687,0.9220310418366218,0.9160037893761201,0.8908757774359614,0.02512801194015879
videomae_best,videomae_large,23,123,0.0003,0.0001,0.9765679490952442,0.9218520184575651,0.9192508668761872,0.889995275103517,0.02925559177267023
videomae_best,videomae_large,23,2024,0.0003,0.0001,0.9761842969991847,0.9203959652623159,0.9190802063095419,0.8901698629389746,0.028910343370567304
