representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
vjepa_last,large,23,42,0.0003,0.0001,0.9668895705756405,0.921482620425145,0.9190958190046022,0.891987760334716,0.027108058669886193
vjepa_last,large,23,123,0.0003,0.0001,0.9684248996738511,0.9205974944707103,0.9192532740621937,0.8919439443614099,0.027309329700783813
vjepa_last,large,23,2024,0.0003,0.0001,0.9679348365077848,0.9216390988055579,0.9194909909346103,0.8909028564272329,0.028588134507377405
