representation,model,layer,probe_seed,lr,wd,train_r2,val_r2,iid_r2,ood_r2,ood_gap
vjepa_pez,large,11,42,0.0003,0.0001,0.9278012834594398,0.88743770441664,0.8903491519646549,0.9055274057482439,-0.015178253783588946
vjepa_pez,large,11,123,0.0003,0.0001,0.9350339475637993,0.8883092609109617,0.890575374828672,0.9061078067447331,-0.015532431916061129
vjepa_pez,large,11,2024,0.0003,0.0001,0.9294006206063586,0.8880433324292663,0.8923366910556557,0.906083799390776,-0.013747108335120273
