task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_native,large,42,0,0.2655837960072063,0.05644394814188653,0.45435994586146167,0.06411241621506629,0.005,0.8,"[0.3019537367832962, 0.19283732555504285, 0.32533335114375406, 0.3062022369396612, 0.20159232961427687]","[0.4852199634753449, 0.33183314915047135, 0.49697576445394576, 0.4508876886358679, 0.5068831635916783]"
strike,contact_force_native,large,42,1,0.28180541013167393,0.07036667811225308,0.49935711401686705,0.08218730419699448,0.001,0.8,"[0.3596770400592447, 0.21739341185213557, 0.34807792056764386, 0.3009893085760741, 0.1828893696032713]","[0.5957349867665612, 0.4208265404202368, 0.5493903449017243, 0.3832255716663594, 0.5476081263294532]"
strike,contact_force_native,large,42,2,0.3378027993900819,0.06235391133523972,0.5891127427292985,0.024970686615587642,0.005,0.8,"[0.40025030826308083, 0.26348666420105005, 0.40035022680152754, 0.36156085735151167, 0.26336594033323946]","[0.6158328881913081, 0.5482923879865003, 0.5895663520440169, 0.6138816244624918, 0.5779904609621754]"
strike,contact_force_native,large,42,3,0.3769612598848652,0.05007219836707644,0.6798442637125948,0.013096448542921075,0.005,0.8,"[0.4258475248161059, 0.28849249583126124, 0.41363440238896554, 0.40044301897388446, 0.3563888574141091]","[0.6794407317891773, 0.6990907942271638, 0.6726264815917309, 0.6875838479124532, 0.6604794630424489]"
strike,contact_force_native,large,42,4,0.39496547538012416,0.05654691165799303,0.6295041025187537,0.074907166039527,0.003,0.8,"[0.4388709705303646, 0.28938534606783584, 0.4169929492824852, 0.443439985821645, 0.38613812519829027]","[0.6706053805494714, 0.6932312536914473, 0.6368327340234909, 0.4840901346414246, 0.6627610096879344]"
strike,contact_force_native,large,42,5,0.435829222394303,0.049130112557762916,0.6983849598493997,0.020050832357527647,0.003,0.8,"[0.48163017344545245, 0.3462262079465128, 0.43217684173098936, 0.47959528757130554, 0.4395176012772546]","[0.7355474165862013, 0.70362411142336, 0.6846578803090221, 0.6850810101329208, 0.6830143807954943]"
strike,contact_force_native,large,42,6,0.4510887509593887,0.054331372387887704,0.6701934610982049,0.05149111414197816,0.0003,0.8,"[0.5090417572267835, 0.35088544104041, 0.46220449975907185, 0.4860466930118852, 0.4472653637587932]","[0.7167309935203097, 0.7068143801027824, 0.591842214634376, 0.6253671753387265, 0.7102125418948295]"
strike,contact_force_native,large,42,7,0.4517519066000014,0.050637611764078584,0.7086450275938314,0.016591660314924563,0.005,0.8,"[0.45000635377561304, 0.36069515065358604, 0.4551126810681113, 0.5125236867016965, 0.48042166080100024]","[0.6997460454339313, 0.6878385681980065, 0.7095583544722535, 0.7080579573521919, 0.7380242125127738]"
strike,contact_force_native,large,42,8,0.4557816007910317,0.028078466884512487,0.682752213958431,0.033746215086736725,0.0003,0.8,"[0.4386672176972556, 0.4181900236319387, 0.5023179580794813, 0.4555670433118153, 0.46416576123466724]","[0.6801415722571525, 0.7058139290922293, 0.669524487813776, 0.6293694849890487, 0.7289115956399489]"
strike,contact_force_native,large,42,9,0.4717375851014259,0.04217065434411297,0.7110661704463419,0.014923452249994943,0.005,0.8,"[0.452602961468775, 0.41092545449712325, 0.5365247515981373, 0.46326608780921896, 0.49536867013387487]","[0.7094786872393454, 0.700827896783498, 0.7003578496044015, 0.7044776174561556, 0.7401888011483095]"
strike,contact_force_native,large,42,10,0.4590818773833531,0.040102791027659436,0.6899775377001736,0.04020858670647622,0.005,0.8,"[0.45114550101428896, 0.4121047434764793, 0.5175084551414579, 0.42303615984494214, 0.4916145274395972]","[0.7185018834643062, 0.6134419682905758, 0.7173838467662906, 0.6852977803755238, 0.715262209604171]"
strike,contact_force_native,large,42,11,0.46522633699829347,0.041485476927976814,0.7009680873205146,0.02719136099195302,0.005,0.8,"[0.43968864406836916, 0.4052907586965293, 0.5163774917667647, 0.458352709879839, 0.5064220805799649]","[0.7546096767644763, 0.6948059785920848, 0.6819320086252916, 0.6840470336488118, 0.689445738971909]"
strike,contact_force_native,large,42,12,0.49231964865723665,0.037972192423880675,0.7013010589988726,0.013504391018237305,0.005,0.8,"[0.49896326233023547, 0.42324723479259985, 0.5397855426234743, 0.49597058899171753, 0.5036316145481559]","[0.7051169637402204, 0.719541014374119, 0.6855398579089339, 0.7103266288290209, 0.6859808301420685]"
strike,contact_force_native,large,42,13,0.4847707848357528,0.03044475261305829,0.7233320332114281,0.010598191873821095,0.003,0.8,"[0.4841208431035914, 0.4406449636346075, 0.5257876202677438, 0.5089824980318409, 0.4643179991409805]","[0.7191631268602281, 0.732697605132137, 0.7168578203189706, 0.7095870809778755, 0.7383545327679295]"
strike,contact_force_native,large,42,14,0.5170966454362189,0.05329990975183384,0.7313663415237303,0.02160238639858231,0.005,0.8,"[0.522369670702493, 0.42583045069327696, 0.5740103008605018, 0.5646901886066444, 0.4985826163181789]","[0.7656133788958852, 0.7435642730957761, 0.7077326932174064, 0.7297825669777261, 0.710138795431857]"
