task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening_native,large,42,0,0.9975462428521571,0.0018298584944525856,0.9990157503779376,0.0012446086046411565,0.9917125153570856,0.004460580454624867,0.003,0.01,"[1.0, 0.9987919138768826, 0.994764960133158, 0.9963757416306478, 0.9977985986200971]","[0.9970301216140031, 0.9999966528821195, 0.9999933057642391, 1.0, 0.9980586716293267]"
strike,contact_happening_native,large,42,1,0.9968697698338642,0.002300141628520725,0.9998915533806727,0.00021689323865450307,0.9927514555846375,0.003810418472344408,0.003,0.01,"[0.9999734296949729, 0.9962683561974818, 0.9932347177105426, 0.9985771430105506, 0.9962952025557733]","[1.0, 1.0, 1.0, 1.0, 0.9994577669033637]"
strike,contact_happening_native,large,42,2,0.998206663266128,0.0013561424006728314,0.9998439555424307,0.0003120889151386752,0.995339458362267,0.001941543034974982,0.005,0.01,"[1.0, 0.9983892185025102, 0.9958388144648178, 0.9987650675185911, 0.9980402158447206]","[0.9992197777121533, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,42,3,0.9989690998416064,0.0006413077488648397,0.9995076012155225,0.0006050311232443894,0.9953367875647668,0.0030212185983654514,0.0001,0.01,"[1.0, 0.999301994684421, 0.9985234502939676, 0.9988724529517571, 0.9981476012778866]","[0.9986325136245268, 1.0, 0.9999882850874183, 1.0, 0.9989172073656676]"
strike,contact_happening_native,large,42,4,0.9994040108459288,0.0003943400150764689,0.999649078660396,0.00042571912276093295,0.993782383419689,0.00420934632364559,0.0001,0.01,"[1.0, 0.9997046900587935, 0.9990603774597975, 0.9989529920266316, 0.999301994684421]","[0.9990754785363365, 1.0, 0.9999866115284781, 0.9991833032371651, 1.0]"
strike,contact_happening_native,large,42,5,0.9994362264758785,0.0005574741808872201,0.9997745114149257,0.00043117516998016016,0.9958549222797928,0.0026419790225869445,0.003,0.01,"[1.0, 0.999731536417085, 0.9991140701763805, 0.9984966039356761, 0.9998389218502509]","[0.9989127224891943, 1.0, 1.0, 0.9999598345854342, 1.0]"
strike,contact_happening_native,large,42,6,0.9997261671454268,0.0004033749087705684,0.9998117399124808,0.0003765201750382641,0.995339458362267,0.001941543034974982,0.005,0.01,"[1.0, 0.9999194609251255, 0.999838921850251, 0.99892614566834, 0.9999463072834169]","[0.9990586995624043, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,42,7,0.999876506751859,0.00012196640652473684,0.9998890620230643,0.00013469783666035035,0.995339458362267,0.001941543034974982,0.0001,0.01,"[1.0, 1.0, 0.9996778437005021, 0.999892614566834, 0.9998120754919595]","[0.9997130795457596, 1.0, 1.0, 0.9997355776874428, 0.9999966528821196]"
strike,contact_happening_native,large,42,8,0.999731536417085,0.0003781431310727169,0.9998605768134565,0.00015207641972194596,0.9958575930772928,0.0020745478680152386,0.0001,0.01,"[1.0, 1.0, 0.9990335311015061, 0.999624150983919, 1.0]","[0.9996459636500309, 0.9999481196728527, 1.0, 0.999708800744399, 1.0]"
strike,contact_happening_native,large,42,9,0.9998281833069346,0.0002337946367105352,0.999890948817109,0.0002065868445581214,0.9963757277923188,0.002073880707968354,0.001,0.01,"[1.0, 1.0, 0.9994093801175871, 0.999731536417085, 1.0]","[0.999478173910709, 0.9999765701748367, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,42,10,0.9998442911219092,0.00019388944761220038,0.9998825619332148,0.00022092583968851166,0.9958575930772928,0.0020745478680152386,0.001,0.01,"[1.0, 1.0, 0.9994899191924616, 0.999785229133668, 0.9999463072834169]","[0.9994412601680581, 0.9999715494980159, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,42,11,0.9998335525785927,0.00023305360588698508,0.9999734909565683,5.136089005618329e-05,0.9958575930772928,0.0020745478680152386,0.001,0.01,"[1.0, 1.0, 0.9993825337592955, 0.999838921850251, 0.9999463072834169]","[0.9998708019007221, 0.9999966528821195, 1.0, 1.0, 1.0]"
strike,contact_happening_native,large,42,12,0.9996671051571855,0.0006392816372471431,0.9998358489225989,0.00013090240366874057,0.9968911917098445,0.003021218598365451,0.0001,0.01,"[1.0, 1.0, 0.9983892185025102, 0.9999463072834169, 1.0]","[0.9997248248275121, 0.9997188420980404, 1.0, 0.999743945482144, 0.9999916322052989]"
strike,contact_happening_native,large,42,13,0.999731536417085,0.00048412850079626867,0.9999041561580786,0.00010928802046592289,0.9968911917098445,0.002538331339671696,0.0001,0.01,"[1.0, 1.0, 0.9987650675185911, 0.9999194609251255, 0.9999731536417085]","[0.9997751617493087, 0.999765701748367, 1.0, 0.9999899586463585, 0.9999899586463585]"
strike,contact_happening_native,large,42,14,0.9996617358855271,0.000610210105835875,0.9999091395242037,0.00011609159082949851,0.9968938625073447,0.0010376177186711473,0.001,0.01,"[1.0, 0.9999463072834169, 0.9984429112190931, 0.9999194609251255, 1.0]","[0.9997030121614002, 0.9999849379695378, 1.0, 1.0, 0.9998577474900799]"
strike,contact_happening_native,large,42,15,0.9997959676769845,0.00033124533416063436,0.9998391995112419,0.00021428512824506944,0.9963757277923188,0.002073880707968354,0.001,0.01,"[1.0, 0.9999731536417085, 0.9991409165346721, 0.9998657682085424, 1.0]","[0.999731536417085, 1.0, 1.0, 1.0, 0.9994644611391247]"
strike,contact_happening_native,large,42,16,0.9996617358855271,0.000624222572604214,0.9998743164828878,0.00013338310394564294,0.9968938625073447,0.0010376177186711473,0.0003,0.01,"[1.0, 1.0, 0.9984160648608016, 0.999892614566834, 1.0]","[0.9996778437005021, 0.9999397518781514, 1.0, 1.0, 0.9997539868357854]"
strike,contact_happening_native,large,42,17,0.9997959676769845,0.00036833360114133304,0.9999230162887491,9.693359712354934e-05,0.9963757277923188,0.0012713557180166082,0.0003,0.01,"[1.0, 1.0, 0.9990603774597976, 0.9999463072834169, 0.9999731536417085]","[1.0, 0.9999715494980159, 0.9999129749351077, 0.9999916322052989, 0.9997389248053232]"
strike,contact_happening_native,large,42,18,0.9998228140352762,0.000289940669548159,0.9999404126248216,9.691589288480767e-05,0.9958575930772928,0.0020745478680152386,0.0003,0.01,"[1.0, 1.0, 0.9992483019678381, 0.999892614566834, 0.9999731536417085]","[0.9999832210260678, 0.9999765701748367, 0.9999949793231793, 1.0, 0.9997472926000245]"
strike,contact_happening_native,large,42,19,0.9997959676769845,0.00035559012461649,0.9998960987798288,9.609823545476975e-05,0.9948213236472411,0.002320159158323625,0.0003,0.01,"[1.0, 1.0, 0.999087223818089, 0.9999194609251255, 0.9999731536417085]","[0.9997281806222985, 0.9999464461139125, 0.9998544003721995, 0.9999983264410598, 0.9999531403496733]"
strike,contact_happening_native,large,42,20,0.9997315364170849,0.00047145751925721486,0.9999050683182394,0.00015472904465012492,0.9958575930772928,0.0020745478680152386,0.0003,0.01,"[1.0, 1.0, 0.9987919138768826, 0.999892614566834, 0.9999731536417085]","[0.9995973046256275, 0.9999615081443747, 1.0, 1.0, 0.9999665288211953]"
strike,contact_happening_native,large,42,21,0.9997583827753764,0.0003960179100557961,0.9997398922809001,0.00030980206231122305,0.995860263874793,0.002069893908869548,0.0001,0.01,"[1.0, 1.0, 0.9989798383849231, 0.9998120754919595, 1.0]","[0.9992818599157024, 0.9999665288211952, 1.0, 1.0, 0.9994510726676028]"
strike,contact_happening_native,large,42,22,0.9997422749604017,0.0003756955769988196,0.9997211512406234,0.0003168161621922362,0.9968911917098445,0.002538331339671696,0.0001,0.01,"[1.0, 1.0, 0.9990335311015061, 0.9996778437005021, 1.0]","[0.9999345620016644, 0.9993774360742325, 1.0, 1.0, 0.9992937581272207]"
strike,contact_happening_native,large,42,23,0.999677843700502,0.0004888691622364385,0.9996799884154361,0.0003136515137126145,0.9963757277923188,0.002073880707968354,0.0001,0.01,"[1.0, 1.0, 0.9987382211602995, 0.9996509973422105, 1.0]","[0.9993003167870278, 0.9998811773152432, 0.9999213427298089, 1.0, 0.9992971052451011]"
