task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_proxy,dinov2_large,2024,0,-0.06336622149040005,0.039443330715826654,0.22147984881100685,0.08927281012540188,0.0001,0.8,"[-0.13504685672646422, -0.04454728349560533, -0.05415040429983442, -0.016551251880572382, -0.06653531104952393]","[0.3360286112229055, 0.3065928512290681, 0.11248499621832331, 0.2179340021519559, 0.1343587832327814]"
strike,contact_force_proxy,dinov2_large,2024,1,-0.03773535427812376,0.03336783376819188,0.2947341345107068,0.08088683660210638,0.0001,0.8,"[-0.08475888753676575, 0.0009479105965088941, -0.06431774925194422, -0.0037962487830272007, -0.0367517964153905]","[0.4057673625857783, 0.3777225268924129, 0.20510808516251833, 0.24535630598625102, 0.23971639192657357]"
strike,contact_force_proxy,dinov2_large,2024,2,-0.03210211362305655,0.04848582674410524,0.3317238999016311,0.04839964122127245,0.0001,0.8,"[-0.07779233487345749, -0.010179384732010632, -0.10097691109606055, 0.02291213073225684, 0.005525931853989086]","[0.4092838087571743, 0.3343918904620773, 0.2676544682047486, 0.35061250428462587, 0.29667682779952964]"
strike,contact_force_proxy,dinov2_large,2024,3,0.0014611676863194533,0.056883214526772106,0.35674481484674103,0.042814678946429846,0.0001,0.8,"[-0.0256191274346782, 0.02386901158894239, -0.09272617771967573, 0.07523404130304667, 0.026548090693962134]","[0.3650788312648293, 0.28616285660035123, 0.3401835051458867, 0.3769858166771989, 0.4153130645454389]"
strike,contact_force_proxy,dinov2_large,2024,4,0.034620780043537504,0.057108228104961856,0.37865847442662093,0.07071592747876516,0.0001,0.8,"[0.010729603941912136, 0.06511623890214924, -0.06187341457624562, 0.10653571518566529, 0.05259575676420647]","[0.3902190344220321, 0.26706161221828595, 0.38559684412263384, 0.3618258491136427, 0.48858903225651007]"
strike,contact_force_proxy,dinov2_large,2024,5,0.020237188049484267,0.026103001803008265,0.38061420446703514,0.10141854547037346,0.0001,0.8,"[-0.002320487398848492, 0.03174887244387159, -0.01557023069612229, 0.029777322561555186, 0.05755046333696534]","[0.25510233071527544, 0.32042325241354763, 0.3538771863638077, 0.42060643626123717, 0.5530618165813078]"
strike,contact_force_proxy,dinov2_large,2024,6,0.00655091907287042,0.03501946367096958,0.357563851846288,0.06201173120950735,0.001,0.8,"[-0.022397089270294934, 0.04712723027042576, -0.031312881284009775, -0.01090560174612687, 0.05024293739435792]","[0.3119525821451955, 0.2791272213867737, 0.33814845050814846, 0.4420775968847752, 0.41651340830654715]"
strike,contact_force_proxy,dinov2_large,2024,7,0.04853750261502303,0.04009670118940045,0.37735589839006267,0.03285657846772619,0.0001,0.8,"[0.04185071961898357, 0.08453969163259467, 0.034906936850714665, -0.015825078166513462, 0.09721524313933572]","[0.37441325158319516, 0.3328290798808241, 0.3624260665010618, 0.433422603313833, 0.38368849067139954]"
strike,contact_force_proxy,dinov2_large,2024,8,0.047192210346234886,0.044495889469723174,0.33344900111729225,0.058247908737549696,0.0001,0.8,"[0.09619982729293941, 0.07998065110291175, -0.00025136919910995204, -0.01230218626938595, 0.07233412880381918]","[0.3169674337116636, 0.3173880171475286, 0.3677658562209394, 0.2452254980865356, 0.419898200419794]"
strike,contact_force_proxy,dinov2_large,2024,9,0.0558956699289966,0.06741365082443086,0.3814231303253862,0.10682552358397093,0.005,0.8,"[0.1372050484034507, 0.05790011014692287, 0.0267891386559026, -0.054248215866854466, 0.11183226830556126]","[0.37076393213716874, 0.543955796863111, 0.35452518944565536, 0.2140663154115997, 0.42380441776939637]"
strike,contact_force_proxy,dinov2_large,2024,10,0.06278692616017598,0.03896196567048715,0.3383356570187651,0.1379358804027023,0.0001,0.8,"[0.05970848973811205, 0.08464060229892933, 0.012531697074676162, 0.0333493213222924, 0.12370452036686996]","[0.22457153168951238, 0.5300711221619478, 0.3928732329693, 0.14232543406683906, 0.40183696420622617]"
strike,contact_force_proxy,dinov2_large,2024,11,0.06244876917124118,0.04014971620463412,0.2891807276694501,0.05356244020727959,0.001,0.8,"[0.08466770006597502, 0.08984815301857829, 0.019908083133607146, 0.009005871575999747, 0.1088140380620457]","[0.2020982714519889, 0.32761113569319145, 0.29118572366062356, 0.2667198087345728, 0.35828869880687364]"
strike,contact_force_proxy,dinov2_large,2024,12,0.08204731549997765,0.030591247940280675,0.274782361613118,0.11677026804263115,0.001,0.8,"[0.1200704281190067, 0.07322183877944788, 0.059239588934418275, 0.042693902221422664, 0.11501081944559277]","[0.22526744192988368, 0.2200141726227095, 0.12064284148516824, 0.35119653360271963, 0.4567908184251088]"
strike,contact_force_proxy,dinov2_large,2024,13,0.07069931307854174,0.048275641528335876,0.36739593416529626,0.10524926913437559,0.003,0.8,"[0.060989026421433445, 0.08510166426161658, 0.024858712544826078, 0.02645456854282302, 0.15609259362200956]","[0.21260278195787974, 0.5304538645731265, 0.3123396302353222, 0.37191956698431616, 0.4096638270758367]"
strike,contact_force_proxy,dinov2_large,2024,14,0.09941675815727564,0.04980707483795624,0.39387732839274603,0.024940763019855063,0.0003,0.8,"[0.04570204919453569, 0.12404581734162301, 0.09140125091652884, 0.05409493761253925, 0.18183973572115142]","[0.3723500180137286, 0.4263753295024555, 0.41738385162543823, 0.3915344818138339, 0.3617429610082743]"
strike,contact_force_proxy,dinov2_large,2024,15,0.1218382187829701,0.04271769021537296,0.4002282457124876,0.0850803757908887,0.0001,0.8,"[0.12590059412164123, 0.12339472289675613, 0.08819776176043848, 0.07428280362951634, 0.19741521150649832]","[0.43813138318763256, 0.5221066468185914, 0.4251999624982191, 0.34110736876010417, 0.27459586729789065]"
strike,contact_force_proxy,dinov2_large,2024,16,0.13623514740625073,0.06793896286819844,0.40046091946884366,0.10618312930722532,0.005,0.8,"[0.10269124748428804, 0.15768316456979747, 0.12365324755816631, 0.04603014070763123, 0.2511179367113706]","[0.4941304285715836, 0.4380582270478477, 0.234132886181307, 0.3233683510062213, 0.5126147045372582]"
strike,contact_force_proxy,dinov2_large,2024,17,0.14802471049319404,0.05922673073277455,0.3115175745725075,0.10326515676429382,0.001,0.8,"[0.1876223150129207, 0.14241463525365605, 0.1389995960083309, 0.047377264741790936, 0.2237097414492717]","[0.2587752287192485, 0.3028363689692265, 0.3264449636137685, 0.17798942810567386, 0.49154188345462024]"
strike,contact_force_proxy,dinov2_large,2024,18,0.15002847043595968,0.04719559765480655,0.3579138971153545,0.12397963527453906,0.001,0.8,"[0.2087978439063466, 0.16790374033047895, 0.12505701117464718, 0.07220570280484728, 0.1761780539634784]","[0.23274379033892856, 0.41160046793251115, 0.45686131825410825, 0.18904133822393987, 0.49932257082728426]"
strike,contact_force_proxy,dinov2_large,2024,19,0.14538783559221657,0.04380429184034093,0.33180283301411384,0.10404169932356189,0.001,0.8,"[0.17485971033964764, 0.17309443850495454, 0.1419277701353353, 0.061506586760198156, 0.17555067222094722]","[0.2974876084090182, 0.4239271547854082, 0.42029758774317016, 0.14479744744644896, 0.37250436668652354]"
strike,contact_force_proxy,dinov2_large,2024,20,0.14924331232541754,0.048838840428872286,0.31849653082962226,0.08640064361930251,0.003,0.8,"[0.11631003324098688, 0.1870674609403875, 0.16457801021987584, 0.0721558885088538, 0.2061051687169837]","[0.28944394025674447, 0.38344496130745864, 0.3608632310826162, 0.16230639828755788, 0.3964241232137342]"
strike,contact_force_proxy,dinov2_large,2024,21,0.1364973538267298,0.06575505349388054,0.3250097880664923,0.06417098930421233,0.0001,0.8,"[0.14824427522728545, 0.14683741030051445, 0.10140573258067898, 0.042855414285706495, 0.24314393673946366]","[0.29715690856010435, 0.22742003586009452, 0.3120255000354618, 0.41066160123716433, 0.3777848946396364]"
strike,contact_force_proxy,dinov2_large,2024,22,0.12911714308938135,0.04508211020758022,0.33404907505848,0.06433139513516561,0.0001,0.8,"[0.14710574695090017, 0.1139788656086046, 0.11388043375793078, 0.06711811566360848, 0.20350255346586277]","[0.34815100668460863, 0.3603356543371954, 0.3223393032689381, 0.22159130895758405, 0.41782810204407395]"
strike,contact_force_proxy,dinov2_large,2024,23,0.14639026390216686,0.06422412450460607,0.30193015707603504,0.057309485897900914,0.005,0.8,"[0.2020235863040819, 0.14131862321447308, 0.08964060003027952, 0.06503535673474914, 0.2339331532272506]","[0.368181291608522, 0.34722071577508384, 0.3056745252723281, 0.20353188091852847, 0.2850423718057128]"
