task,target,model,probe_seed,layer,auc_mean,auc_std,train_auc_mean,train_auc_std,bacc_mean,bacc_std,best_lr_mode,best_wd_mode,fold_val_aucs,fold_train_aucs
strike,contact_happening_native,videomae_large,42,0,0.9975140272222072,0.0025977843608784965,0.9993219094932927,0.0009742369502289452,0.9927487847871375,0.0030253428473440342,0.005,0.01,"[1.0, 0.9997583827753764, 0.993530027651749, 0.99892614566834, 0.9953555800155708]","[0.9974797981153857, 0.9991682412067029, 0.9999615081443747, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,1,0.9987435904319579,0.001270987240113548,0.9994205214861228,0.0006570792271826773,0.9953367875647668,0.0030212185983654514,0.0001,0.01,"[1.0, 0.9996778437005021, 0.9971542860211012, 0.9996509973422105, 0.9972348250959757]","[0.998526806088754, 0.9998594210490203, 1.0, 1.0, 0.9987163802928394]"
strike,contact_happening_native,videomae_large,42,2,0.9991462858063302,0.0009908306752420808,0.9997966657343504,0.00038125821334457317,0.9948213236472411,0.002320159158323625,0.003,0.01,"[1.0, 0.9999194609251255, 0.9981744476361781, 0.9999194609251255, 0.9977180595452226]","[0.9990352089988993, 0.9999481196728527, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,3,0.9993234717710543,0.0008498727691455206,0.99964864828586,0.0007027034282799604,0.9953367875647668,0.0030212185983654514,0.001,0.01,"[1.0, 1.0, 0.99892614566834, 0.9998657682085424, 0.9978254449783887]","[0.9982432414293001, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,4,0.9996671051571854,0.00044941798078537677,0.999790933984805,0.0004181320303900726,0.9948213236472411,0.002320159158323625,0.001,0.01,"[1.0, 1.0, 0.9995973046256275, 0.9999194609251255, 0.998818760235174]","[0.9989546699240248, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,5,0.9997422749604017,0.00030496328644879817,0.9999993288410426,1.3423179145988229e-06,0.995339458362267,0.001941543034974982,0.005,0.01,"[1.0, 1.0, 0.9997583827753764, 0.999785229133668, 0.9991677628929635]","[0.9999966442052135, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,6,0.999855029665226,0.00011836778267899815,0.9999966485436665,4.104684688042459e-06,0.9948213236472411,0.002320159158323625,0.0003,0.01,"[1.0, 1.0, 0.9997583827753765, 0.9997583827753765, 0.9997583827753764]","[0.9999916105130339, 0.9999916322052987, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,7,0.9998979838384923,9.361645023577124e-05,0.9999943029580785,6.996643005636204e-06,0.9963730569948186,0.0026419790225869445,0.0003,0.01,"[1.0, 1.0, 0.9997583827753765, 0.999892614566834, 0.999838921850251]","[0.9999865768208542, 0.9999849379695378, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,8,0.9999248301967837,6.663090899617274e-05,0.9999976535467212,2.923128987469523e-06,0.9963730569948186,0.0026419790225869445,0.0003,0.01,"[1.0, 1.0, 0.999838921850251, 0.9998657682085424, 0.9999194609251255]","[0.9999932884104271, 0.9999949793231793, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,9,0.9999516765550751,3.9455927559678135e-05,0.9998827111759974,0.00014220741599236915,0.9948213236472411,0.002840382782144475,0.0001,0.01,"[1.0, 1.0, 0.9999194609251255, 0.9999194609251255, 0.9999194609251254]","[0.9997298585196918, 0.9996887180371162, 1.0, 0.9999949793231793, 1.0]"
strike,contact_happening_native,videomae_large,42,10,0.9999570458267335,7.322710245637232e-05,0.9999795339902556,3.6769075599029356e-05,0.9958549222797928,0.0026419790225869445,0.0003,0.01,"[1.0, 1.0, 0.9998120754919595, 1.0, 0.9999731536417085]","[0.9999060377459797, 0.9999966528821195, 1.0, 0.9999966528821195, 0.9999983264410598]"
strike,contact_happening_native,videomae_large,42,11,0.9999785229133668,3.130796474989941e-05,0.9999828863142797,3.3396882370377905e-05,0.9968911917098445,0.0019386825838207018,0.0003,0.01,"[1.0, 1.0, 0.9999194609251255, 1.0, 0.9999731536417085]","[0.999916105130339, 1.0, 1.0, 0.9999983264410598, 1.0]"
strike,contact_happening_native,videomae_large,42,12,0.9999785229133668,2.6303951706476266e-05,0.9999795348579463,3.597973505506425e-05,0.9958549222797928,0.0026419790225869445,0.0003,0.01,"[1.0, 1.0, 0.9999463072834169, 1.0, 0.9999463072834169]","[0.9999077156433729, 0.9999949793231793, 1.0, 0.9999949793231793, 1.0]"
strike,contact_happening_native,videomae_large,42,13,0.9999570458267335,7.322710245637232e-05,0.9999620847250569,7.084546254146699e-05,0.9958549222797928,0.0026419790225869445,0.0003,0.01,"[1.0, 1.0, 0.9998120754919595, 1.0, 0.9999731536417085]","[0.9998204649789256, 0.9999949793231793, 1.0, 0.9999949793231793, 1.0]"
strike,contact_happening_native,videomae_large,42,14,0.9999570458267335,7.322710245637232e-05,0.999940272058945,0.00011445723065299997,0.9963730569948186,0.0020725388601036342,0.0003,0.01,"[1.0, 1.0, 0.9998120754919595, 1.0, 0.9999731536417085]","[0.9997114016483664, 0.9999949793231793, 1.0, 0.9999949793231793, 1.0]"
strike,contact_happening_native,videomae_large,42,15,0.9999570458267335,7.322710245637232e-05,0.9999285267771925,0.00013794810421488755,0.9968911917098445,0.0019386825838207018,0.0003,0.01,"[1.0, 1.0, 0.9998120754919595, 1.0, 0.9999731536417085]","[0.9996526752396037, 0.9999966528821195, 1.0, 0.9999933057642391, 1.0]"
strike,contact_happening_native,videomae_large,42,16,0.9999677843700502,5.205702013389381e-05,0.9999261777208419,0.00014267689332985418,0.9968911917098445,0.0019386825838207018,0.001,0.01,"[1.0, 1.0, 0.9998657682085424, 1.0, 0.9999731536417085]","[0.9996409299578511, 1.0, 1.0, 0.9999899586463586, 1.0]"
strike,contact_happening_native,videomae_large,42,17,0.9999463072834172,9.453578276816583e-05,0.9999026906280992,0.00018636369827207768,0.9968911917098445,0.0019386825838207018,0.001,0.01,"[1.0, 1.0, 0.9997583827753765, 1.0, 0.9999731536417085]","[0.9995301887298987, 1.0, 1.0, 0.9999832644105976, 1.0]"
strike,contact_happening_native,videomae_large,42,18,0.9999838921850251,2.1477086633225893e-05,0.9999553696647215,8.759670428193904e-05,0.9974093264248705,0.00163848583428414,0.001,0.01,"[1.0, 1.0, 0.9999463072834169, 0.9999731536417085, 1.0]","[0.9997801954414883, 0.9999966528821195, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,19,0.9999838921850251,2.1477086633225893e-05,0.9999687911084862,6.241778302773505e-05,0.9974093264248705,0.00163848583428414,0.0003,0.01,"[1.0, 1.0, 0.9999463072834169, 0.9999731536417085, 1.0]","[0.9998439555424307, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,20,0.9999892614566834,1.3151975853238133e-05,0.9999805363902385,3.892721952269973e-05,0.9974093264248705,0.00163848583428414,0.0003,0.01,"[1.0, 1.0, 0.9999731536417085, 0.9999731536417085, 1.0]","[0.9999026819511933, 1.0, 1.0, 1.0, 1.0]"
strike,contact_happening_native,videomae_large,42,21,0.9999838921850251,2.1477086633225893e-05,0.999979533122565,3.760153720230734e-05,0.9974093264248705,0.00163848583428414,0.0003,0.01,"[1.0, 1.0, 0.9999463072834169, 0.9999731536417085, 1.0]","[0.9999043598485865, 0.9999983264410598, 1.0, 0.9999983264410598, 0.9999966528821195]"
strike,contact_happening_native,videomae_large,42,22,0.9999677843700502,5.205702013389381e-05,0.999951763324135,3.893518194732397e-05,0.9968911917098445,0.0019386825838207018,0.0001,0.01,"[1.0, 1.0, 0.9998657682085424, 0.9999731536417085, 1.0]","[0.9999261725146984, 0.9999213427298089, 1.0, 0.9999129749351078, 0.9999983264410598]"
strike,contact_happening_native,videomae_large,42,23,0.9999677843700502,6.443125989958886e-05,0.9999534169261916,5.571941635355035e-05,0.9974093264248705,0.00163848583428414,0.0001,0.01,"[1.0, 1.0, 0.999838921850251, 1.0, 1.0]","[0.9998875808746543, 0.9998828508741835, 1.0, 1.0, 0.9999966528821195]"
